CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-001663,draft,5/12/2010,DISA FSO,"The information system, when operating as part of a distributed, hierarchical namespace, provides the means to enable verification of a chain of trust among parent and child domains (if the child supports secure resolution services).",technical,4,SC-20 b,3,SC-20 (1),1,SC-20 (1).1 (ii)
CCI-001664,draft,5/12/2010,DISA FSO,The information system recognizes only session identifiers that are system-generated.,technical,4,SC-23 (3),3,SC-23 (3),1,SC-23 (3).1 (ii)
CCI-001665,draft,5/12/2010,DISA FSO,The information system preserves organization-defined system state information in the event of a system failure.,technical,4,SC-24,3,SC-24,1,SC-24.1 (v)
CCI-001666,draft,5/12/2010,DISA FSO,The organization employs cryptographic mechanisms to prevent unauthorized modification of information at rest unless otherwise protected by alternative physical measures.,policy,,,3,SC-28 (1),1,SC-28 (1).1 (ii)
CCI-001656,draft,5/12/2010,DISA FSO,The organization defines the security functions of the information system to be isolated from nonsecurity functions.,policy,,,3,SC-3,1,SC-3.1 (i)
CCI-001657,draft,5/12/2010,DISA FSO,The organization defines the external boundary of the information system.,policy,,,3,SC-7 a,1,SC-7.1 (i)
CCI-001658,draft,5/12/2010,DISA FSO,The organization defines key internal boundaries of the information system.,policy,,,3,SC-7 a,1,SC-7.1 (ii)
CCI-001659,draft,5/12/2010,DISA FSO,The organization defines the mediation necessary for public access to the organization's internal networks.,policy,,,3,SC-7 (2),1,SC-7 (2).1 (i)
CCI-001660,draft,5/12/2010,DISA FSO,The organization defines the measures to protect against unauthorized physical connections across boundary protections implemented at organization-defined managed interfaces.,policy,,,3,SC-7 (14),1,SC-7 (14).1 (ii)
CCI-001678,draft,5/12/2010,DISA FSO,"The organization retains information within the information system and information output from the system in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and operational requirements.",policy,4,SI-12,3,SI-12,1,SI-12.1 (ii)
CCI-001679,draft,5/12/2010,DISA FSO,The organization provides a mechanism to exchange active and standby roles of the components.,policy,,,3,SI-13 b,1,SI-13.1 (iv)
CCI-001667,draft,5/12/2010,DISA FSO,The organization compares the time measured between flaw identification and flaw remediation with organization-defined benchmarks.,policy,,,3,SI-2 (3),1,SI-2 (3).1 (iii)
CCI-001668,draft,5/12/2010,DISA FSO,"The organization employs malicious code protection mechanisms at workstations, servers, or mobile computing devices on the network to detect and eradicate malicious code transported by electronic mail, electronic mail attachments, web accesses, removable media, or other common means or inserted through the exploitation of information system vulnerabilities.",technical,,,3,SI-3 a,1,SI-3.1 (ii)
CCI-001669,draft,5/12/2010,DISA FSO,The organization defines the frequency of testing malicious code protection mechanisms.,policy,4,SI-3 (6) (a),3,SI-3 (6),1,SI-3 (6).1 (i)
CCI-001670,draft,5/12/2010,DISA FSO,The information system takes organization-defined least-disruptive actions to terminate suspicious events.,technical,4,SI-4 (7),3,SI-4 (7),1,SI-4 (7).1 (iv)
CCI-001671,draft,5/12/2010,DISA FSO,"The organization analyzes outbound communications traffic at selected organization-defined interior points within the system (e.g., subnetworks, subsystems) to discover anomalies.",policy,4,SI-4 (11),3,SI-4 (11),1,SI-4 ( 11).1
CCI-001672,draft,5/12/2010,DISA FSO,The organization employs a wireless intrusion detection system to identify rogue wireless devices.,technical,,,3,SI-4 (14),1,SI-4 (14).1 (ii)
CCI-001673,draft,5/12/2010,DISA FSO,The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.,policy,4,SI-4 (14),3,SI-4 (14),1,SI-4 (14).1 (iii)
CCI-001674,draft,5/12/2010,DISA FSO,The information system responds to security function anomalies in accordance with organization-defined responses and alternative action(s).,technical,,,3,SI-6,1,SI-6.1 (v)
CCI-001675,draft,5/12/2010,DISA FSO,The organization defines the personnel or roles that are to receive reports on the results of security function verification.,policy,4,SI-6 (3),3,SI-6 (3),1,SI-6 (3).1 (i)
CCI-001676,draft,5/12/2010,DISA FSO,"The organization defines, for periodic security function verification, the frequency of the verifications.",policy,,,3,SI-6,1,SI-6.1 (ii)
CCI-001677,draft,5/12/2010,DISA FSO,"The organization employs spam protection mechanisms at workstations, servers, or mobile computing devices on the network to detect and take action on unsolicited messages transported by electronic mail, electronic mail attachments, web accesses, removable media, or other common means.",technical,,,3,SI-8 a,1,SI-8.1 (ii)
CCI-001545,draft,5/11/2010,DISA FSO,The organization defines a frequency for reviewing and updating the access control policy.,policy,4,AC-1 b 1,3,AC-1 a,1,AC-1.2 (i)
CCI-001546,draft,5/11/2010,DISA FSO,The organization defines a frequency for reviewing and updating the access control procedures.,policy,4,AC-1 b 2,3,AC-1 b,1,AC-1.2 (iii)
CCI-001559,draft,5/11/2010,DISA FSO,The organization identifies the individuals authorized to change the value of associated security attributes.,policy,4,AC-16 (2),3,AC-16 (2),1,AC-16 (2).1 (i)
CCI-001560,draft,5/11/2010,DISA FSO,The organization identifies individuals (or processes acting on behalf of individuals) authorized to associate organization-defined security attributes with organization-defined objects.,policy,4,AC-16 (4),3,AC-16 (4),1,AC-16 (4).1 (i)
CCI-001561,draft,5/11/2010,DISA FSO,The organization defines managed access control points for remote access to the information system.,policy,4,AC-17 (3),3,AC-17 (3),1,AC-17 (3).1 (i)
CCI-001562,draft,5/11/2010,DISA FSO,The organization defines the appropriate action(s) to be taken if an unauthorized remote connection is discovered.,policy,,,3,AC-17 (5),1,AC-17 (5).1 (iii)
CCI-001563,draft,5/11/2010,DISA FSO,The organization defines the appropriate action(s) to be taken if an unauthorized wireless connection is discovered.,policy,,,3,AC-18 (2),1,AC-18 (2).1 (iii)
CCI-001547,draft,5/11/2010,DISA FSO,The organization defines the frequency on which it will review information system accounts for compliance with account management requirements.,policy,4,AC-2 j,3,AC-2 j,1,AC-2.1 (i)
CCI-001548,draft,5/11/2010,DISA FSO,The organization defines the information flow control policies for controlling the flow of information within the system.,policy,4,AC-4,3,AC-4,1,AC-4.1 (i)
CCI-001549,draft,5/11/2010,DISA FSO,The organization defines the information flow control policies for controlling the flow of information between interconnected systems.,policy,4,AC-4,3,AC-4,1,AC-4.1 (i)
CCI-001550,draft,5/11/2010,DISA FSO,The organization defines approved authorizations for controlling the flow of information within the system.,policy,4,AC-4,3,AC-4,1,AC-4.1 (ii)
CCI-001551,draft,5/11/2010,DISA FSO,The organization defines approved authorizations for controlling the flow of information between interconnected systems.,policy,4,AC-4,3,AC-4,1,AC-4.1 (ii)
CCI-001552,draft,5/11/2010,DISA FSO,The organization defines policy that allows or disallows information flows based on changing conditions or operational considerations.,policy,,,3,AC-4 (3),1,AC-4 (3).1 (i)
CCI-001553,draft,5/11/2010,DISA FSO,The organization defines the security policy filters that privileged administrators have the capability to enable/disable.,policy,4,AC-4 (10),3,AC-4 (10),1,AC-4 (10).1 (i)
CCI-001554,draft,5/11/2010,DISA FSO,The organization defines the security policy filters that privileged administrators have the capability to configure.,policy,4,AC-4 (11),3,AC-4 (11),1,AC-4 (11).1 (i)
CCI-001555,draft,5/11/2010,DISA FSO,The information system uniquely identifies destination domains for information transfer.,technical,,,3,AC-4 (17) (a),1,AC-4 (17).1 (iii)
CCI-001556,draft,5/11/2010,DISA FSO,The information system uniquely authenticates destination domains for information transfer.,technical,,,3,AC-4 (17) (a),1,AC-4 (17).1 (iv)
CCI-001557,draft,5/11/2010,DISA FSO,The information system tracks problems associated with the information transfer.,technical,,,3,AC-4 (17) c,1,AC-4 (17).1 (vii)
CCI-001558,draft,5/11/2010,DISA FSO,"The organization defines the security functions (deployed in hardware, software, and firmware) for which access must be explicitly authorized.",policy,4,AC-6 (1),3,AC-6 (1),1,AC-6 (1).1 (i)
CCI-001564,draft,5/11/2010,DISA FSO,The organization defines the frequency of security awareness and training policy reviews and updates.,policy,4,AT-1 b 1,3,AT-1 a,1,AT-1.2 (i)
CCI-001565,draft,5/11/2010,DISA FSO,The organization defines the frequency of security awareness and training procedure reviews and updates.,policy,4,AT-1 b 2,3,AT-1 b,1,AT-1.2 (iii)
CCI-001566,draft,5/11/2010,DISA FSO,The organization provides organization-defined personnel or roles with initial training in the employment and operation of physical security controls.,policy,4,AT-3 (2),3,AT-3 (2),1,AT-3 (2).1 (i)
CCI-001567,draft,5/11/2010,DISA FSO,The organization provides organization-defined personnel or roles with refresher training in the employment and operation of physical security controls in accordance with the organization-defined frequency.,policy,4,AT-3 (2),3,AT-3 (2),1,AT-3 (2).1 (iii)
CCI-001568,draft,5/11/2010,DISA FSO,The organization defines a frequency for providing employees with refresher training in the employment and operation of physical security controls.,policy,4,AT-3 (2),3,AT-3 (2),1,AT-3 (2).1 (ii)
CCI-001569,draft,5/11/2010,DISA FSO,The organization defines the frequency on which it will review and update the audit and accountability policy.,policy,4,AU-1 b 1,3,AU-1 a,1,AU-1.2 (i)
CCI-001570,draft,5/11/2010,DISA FSO,The organization defines the frequency on which it will review and update the audit and accountability procedures.,policy,4,AU-1 b 2,3,AU-1 b,1,AU-1.2 (iii)
CCI-001576,deprecated,5/11/2010,DISA FSO,The information system produces a system-wide (logical or physical) audit trail of information system audit records.,technical,4,AU-12 (1),3,AU-12 (1),1,AU-12 (1).1 (i)
CCI-001577,draft,5/11/2010,DISA FSO,The organization defines the information system components from which audit records are to be compiled into the system-wide audit trail.,policy,4,AU-12 (1),3,AU-12 (1),1,AU-12 (1).1 (ii)
